uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,other,other_desc,tags,tags_reason,tags_description,pfam,Version_added,biosynthetic_pathway,biosynthetic_pathway_desc,Annotation_review_priority
P21730,C5AR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P21731,TA2R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P21741,MK_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF01091;PF05196;,v4.0.0,False,,Normal
P21781,FGF7_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00167;,v4.0.0,False,,Normal
P21802,FGFR2_HUMAN,True,False,True,Growthfactor,True,True,,False,False,,,,,PF18123;PF07679;PF07714;,v4.0.0,False,,Normal
P21854,CD72_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,Extracellular_add,Plays a role in B-cell proliferation and differentiation (uniprot),PF00059;,v4.0.0,False,,Normal
P21860,ERBB3_HUMAN,True,False,True,,False,True,,False,False,,,,,PF00757;PF14843;PF07714;PF01030;,v4.0.0,False,,Normal
P21917,DRD4_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P21918,DRD5_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P22003,BMP5_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
P22004,BMP6_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
P22223,CADH3_HUMAN,True,False,False,,False,False,,False,False,,,,Cadherin,,v4.0.0,False,,Normal
P22301,IL10_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00726;,v4.0.0,False,,Normal
P22362,CCL1_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P22455,FGFR4_HUMAN,True,False,True,Growthfactor,True,True,,False,False,,,,Migration,PF07679;PF07714;,v4.0.0,False,,Normal
P22466,GALA_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF01296;PF06540;,v4.0.0,False,,Normal
P22607,FGFR3_HUMAN,True,False,True,Growthfactor,True,True,,False,False,,,,,PF18123;PF07679;PF07714;,v4.0.0,False,,Normal
P22888,LSHR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;PF13306;,v4.0.0,False,,Normal
P22897,MRC1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00040;PF00059;PF00652;,v4.0.0,False,,Normal
P23229,ITA6_HUMAN,True,False,False,,False,True,,False,False,,,,Integrin,PF01839;PF08441;,v4.0.0,False,,Normal
P23471,PTPRZ_HUMAN,True,False,True,,False,False,,False,False,,,,,PF00194;PF00041;PF00102;,v4.0.0,False,,Normal
P23510,TNFL4_HUMAN,True,False,False,,False,False,,False,False,,To_add,,ligandIUPHAR,,v4.0.0,False,,Normal
P23560,BDNF_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00243;,v4.0.0,False,,Normal
P23945,FSHR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;PF12369;PF13306;PF01462;,v4.0.0,False,,Normal
P24394,IL4RA_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor_add,False,False,,,,,PF09238;,v4.0.0,False,,Normal
P24821,TENA_HUMAN,False,False,True,,False,False,,False,False,,,,,PF07974;PF18720;PF00147;PF00041;,v4.0.0,False,,Normal
P25021,HRH2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P25024,CXCR1_HUMAN,True,False,False,,False,True,Chemokine_receptor CXCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P25025,CXCR2_HUMAN,True,False,False,,False,True,Chemokine_receptor CXCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P25063,CD24_HUMAN,True,False,False,,False,False,,False,True,cancer antigen,,,cancer antigen,PF14984;,v4.0.0,False,,Normal
P25067,CO8A2_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF00386;PF01391;,v4.0.0,False,,Normal
P25089,FPR3_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P25090,FPR2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P25100,ADA1D_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P25103,NK1R_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P25106,ACKR3_HUMAN,True,False,False,,False,True,Atipical_chemokine_receptor_add,False,True,CoReceptor_Acts as coreceptor with CXCR4 for a restricted number of HIV isolates (uniprot),To_comment,Receptor_add,CoReceptor_Acts as coreceptor with CXCR4 for a restricted number of HIV isolates (uniprot),PF00001;,v4.0.0,False,,Normal
P25445,TNR6_HUMAN,True,False,True,,False,True,TNF_receptor_add,False,False,,,,,PF00531;PF00020;,v4.0.0,False,,Normal
P25940,CO5A3_HUMAN,False,False,True,,False,False,,False,True,Collagen,,,Collagen,PF01410;PF01391;,v4.0.0,False,,Normal
P25942,TNR5_HUMAN,True,False,True,,False,True,TNF_receptor_add,False,False,,To_comment,Extracellular_add,,PF00020;,v4.0.0,False,,Normal
P26006,ITA3_HUMAN,True,False,False,,False,True,,False,True,Integrin,,,Integrin,PF01839;PF08441;,v4.0.0,False,,Normal
P26010,ITB7_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),PF07974;PF08725;PF00362;PF17205;,v4.0.0,False,,Normal
P26012,ITB8_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),,v4.0.0,False,,Normal
P26441,CNTF_HUMAN,False,False,True,cytokine,True,False,,False,False,,To_add,,ligandIUPHAR,PF01110;,v4.0.0,False,,Normal
P26715,NKG2A_HUMAN,True,False,False,,False,True,KLR_add,False,False,,To_add | To_comment,Extracellular_add,KLR_add (uniprot),PF00059;,v4.0.0,False,,Normal
P26717,NKG2C_HUMAN,True,False,False,,False,True,KLR_add,False,False,,To_add | To_comment,Extracellular_add,KLR_add (uniprot),PF00059;,v4.0.0,False,,Normal
P26718,NKG2D_HUMAN,True,False,False,,False,True,KLR_add,False,False,,To_comment,Extracellular_add,,PF00059;,v4.0.0,False,,Normal
P26842,CD27_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,Cytokine_receptor_add (uniprot),PF00020;,v4.0.0,False,,Normal
P26927,HGFL_HUMAN,False,False,True,,False,False,,False,True,,To_remove,,no ensembl,PF00051;PF00024;PF00089;,v4.0.0,False,,Normal
P26951,IL3RA_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,cytokine_receptor,PF18611;PF09240;,v4.0.0,False,,Normal
P26992,CNTFR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00041;,v4.0.0,False,,Normal
P27037,AVR2A_HUMAN,True,False,False,,False,True,,False,False,,To_add,,complex (uniprot),PF01064;PF00069;,v4.0.0,False,,Normal
P27487,DPP4_HUMAN,True,False,True,,False,True,,False,False,,,,,PF00930;PF00326;,v4.0.0,False,,Normal
P27539,GDF1_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;,v4.0.0,False,,Normal
P27658,CO8A1_HUMAN,False,False,True,,False,False,,False,True,Collagen,,,Collagen,PF00386;PF01391;,v4.0.0,False,,Normal
P27930,IL1R2_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor_add,False,False,,,,,PF00047;PF18452;,v4.0.0,False,,Normal
P28221,5HT1D_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P28222,5HT1B_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P28223,5HT2A_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P28335,5HT2C_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P28336,NMBR_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P28566,5HT1E_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P28906,CD34_HUMAN,True,False,False,,False,False,,False,False,,To_add,,Possible adhesion molecule (uniprot),PF06365;,v4.0.0,False,,Normal
P28907,CD38_HUMAN,True,False,False,,False,True,,False,False,,To_add,,moonlights as a receptor in cells of the immune system (uniprot),PF02267;,v4.0.0,False,,Normal
P28908,TNR8_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,,,,PF00020;,v4.0.0,False,,Normal
P29274,AA2AR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P29275,AA2BR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P29317,EPHA2_HUMAN,True,False,False,,False,True,,False,False,,,,Migration,PF14575;PF01404;PF00041;PF07714;PF00536;,v4.0.0,False,,Normal
P29320,EPHA3_HUMAN,True,False,True,,False,True,,False,False,,,,Migration,PF14575;PF01404;PF07699;PF00041;PF07714;PF07647;,v4.0.0,False,,Normal
P29322,EPHA8_HUMAN,True,False,False,,False,True,,False,False,,,,,PF14575;PF01404;PF00041;PF07714;PF00536;,v4.0.0,False,,Normal
P29323,EPHB2_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Adhesion_add,,PF14575;PF01404;PF07699;PF00041;PF07714;PF00536;,v4.0.0,False,,Normal
P29371,NK3R_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P29400,CO4A5_HUMAN,False,False,True,,False,False,,False,True,Collagen,,,Collagen,PF01413;PF01391;,v4.0.0,False,,Normal
P29459,IL12A_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF03039;,v4.0.0,False,,Normal
P29460,IL12B_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF10420;,v4.0.0,False,,Normal
P29965,CD40L_HUMAN,True,False,True,Cytokine,True,False,,False,False,,,,,PF00229;,v4.0.0,False,,Normal
P30203,CD6_HUMAN,True,False,True,,False,False,,False,False,,,,,PF00530;,v4.0.0,False,,Normal
P30411,BKRB2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P30511,HLAF_HUMAN,True,False,False,,False,False,,False,True,HLA,To_add,,Iglike,PF07654;PF00129;,v4.0.0,False,,Normal
P30518,V2R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P30530,UFO_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00041;PF07714;,v4.0.0,False,,Normal
P30532,ACHA5_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P30542,AA1R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P30550,GRPR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P30556,AGTR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P30559,OXYR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P30872,SSR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P30874,SSR2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P30926,ACHB4_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P30939,5HT1F_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P30968,GNRHR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P30988,CALCR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF02793;,v4.0.0,False,,Normal
P30990,NEUT_HUMAN,False,False,True,,False,False,,False,False,,,,,PF07421;,v4.0.0,False,,Normal
P31358,CD52_HUMAN,True,False,False,,False,False,,False,False,,,,,PF15116;,v4.0.0,False,,Normal
P31371,FGF9_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00167;,v4.0.0,False,,Normal
P31391,SSR4_HUMAN,True,False,False,,False,True,,False,False,,,,Migration,PF00001;,v4.0.0,False,,Normal
P31785,IL2RG_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,cytokine_receptor,PF09240;,v4.0.0,False,,Normal
P31997,CEAM8_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Adhesion_add,,PF13895;PF07686;,v4.0.0,False,,Normal
P32004,L1CAM_HUMAN,True,False,False,,False,False,,False,False,,,,,PF13882;PF00041;PF07679;,v4.0.0,False,,Normal
P32238,CCKAR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;PF09193;,v4.0.0,False,,Normal
P32239,GASR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P32241,VIPR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF02793;,v4.0.0,False,,Normal
P32245,MC4R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P32246,CCR1_HUMAN,True,False,False,,False,True,Chemokine_receptor CCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P32248,CCR7_HUMAN,True,False,False,,False,True,Chemokine_receptor CCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P32297,ACHA3_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P32302,CXCR5_HUMAN,True,False,False,,False,True,Chemokine_receptor CXCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P32745,SSR3_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P32881,IFNA8_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;,v4.0.0,False,,Normal
P32927,IL3RB_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,cytokine_receptor,PF09240;PF09294;,v4.0.0,False,,Normal
P32942,ICAM3_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,Extracellular_add,Iglike,PF03921;,v4.0.0,False,,Normal
P32970,CD70_HUMAN,False,False,True,Cytokine,True,False,,False,False,,To_add | To_comment,secreted_highlight,Cytokine that binds to CD27 (uniprot),PF00229;,v4.0.0,False,,Normal
P32971,TNFL8_HUMAN,True,False,False,,False,False,,False,False,,To_add,,ligandIUPHAR,PF00229;,v4.0.0,False,,Normal
P33032,MC5R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P33151,CADH5_HUMAN,True,False,False,,False,False,,False,True,Cadherin,,,Cadherin,,v4.0.0,False,,Normal
P33681,CD80_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,Extracellular_add,Iglike,PF08205;PF07686;,v4.0.0,False,,Normal
P34130,NTF4_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00243;,v4.0.0,False,,Normal
P34925,RYK_HUMAN,True,False,False,,False,True,,False,False,,To_remove,,no ensembl,PF07714;PF02019;,v4.0.0,False,,Normal
P34969,5HT7R_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P34972,CNR2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P34981,TRFR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P34995,PE2R1_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P34998,CRFR1_HUMAN,True,False,False,,False,True,hormone receptor,False,False,,,,,,v4.0.0,False,,Normal
P35070,BTC_HUMAN,True,False,True,Growthfactor,True,False,,False,False,,,,,,v4.0.0,False,,Normal
P35225,IL13_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF03487;,v4.0.0,False,,Normal
P35318,ADML_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00214;,v4.0.0,False,,Normal
P35346,SSR5_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P35348,ADA1A_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P35367,HRH1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P35368,ADA1B_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P35372,OPRM_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P35408,PE2R4_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P35414,APJ_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P35462,DRD3_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P35555,FBN1_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF12662;PF07645;PF18193;PF00683;,v4.0.0,False,,Normal
P35613,BASI_HUMAN,True,False,False,,False,False,,False,False,,,,Possible_receptor,,v4.0.0,False,,Normal
P35916,VGFR3_HUMAN,True,False,True,,False,True,,False,False,,,,,PF07679;PF07714;PF17988;,v4.0.0,False,,Normal
P35968,VGFR2_HUMAN,True,False,True,,False,True,,False,False,,,,,PF07679;PF00047;PF07714;PF17988;,v4.0.0,False,,Normal
P36544,ACHA7_HUMAN,True,False,False,,False,True,,False,False,,,,,PF02931;PF02932;,v4.0.0,False,,Normal
P36888,FLT3_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,To_add | To_comment,Extracellular_add,Iglike,PF00047;PF07714;,v4.0.0,False,,Normal
P36894,BMR1A_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,Extracellular_add,complex (uniprot),PF01064;PF07714;PF08515;,v4.0.0,False,,Normal
P36896,ACV1B_HUMAN,True,False,False,,False,True,,False,False,,,,IUPHAR,PF01064;PF00069;PF08515;,v4.0.0,False,,Normal
P36897,TGFR1_HUMAN,True,False,False,,False,True,TGFBeta_receptor_add,False,False,,,,,PF01064;PF00069;PF08515;,v4.0.0,False,,Normal
P36941,TNR3_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,To_add,,TNF_receptor_add (uniprot),PF00020;,v4.0.0,False,,Normal
P37023,ACVL1_HUMAN,True,False,False,,False,True,TGFBeta_receptor_add,False,False,,,,,PF07714;PF08515;,v4.0.0,False,,Normal
P37173,TGFR2_HUMAN,True,False,False,,False,True,TGFBeta_receptor_add,False,False,,,,,PF08917;PF07714;,v4.0.0,False,,Normal
P37288,V1AR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;PF08983;,v4.0.0,False,,Normal
P38484,INGR2_HUMAN,True,False,False,,False,True,Interferon_receptor_add,False,False,,,,,PF09294;PF01108;,v4.0.0,False,,Normal
P38570,ITAE_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),PF01839;PF00357;PF08441;PF00092;,v4.0.0,False,,Normal
P39059,COFA1_HUMAN,False,False,True,,False,False,,False,True,Collagen,,,Collagen,PF01391;PF06482;,v4.0.0,False,,Normal
P39060,COIA1_HUMAN,False,False,True,,False,False,,False,True,Collagen,,,Collagen,PF01391;PF06121;PF06482;PF01392;,v4.0.0,False,,Normal
P39905,GDNF_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00019;,v4.0.0,False,,Normal
P40189,IL6RB_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor_add,False,False,,,,,PF00041;PF09240;PF06328;,v4.0.0,False,,Normal
P40199,CEAM6_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Adhesion_add,,PF13895;PF07686;,v4.0.0,False,,Normal
P40200,TACT_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,Receptor_add | Extracellular_add,Iglike | Receptor_add,,v4.0.0,False,,Normal
P40225,TPO_HUMAN,False,False,True,Cytokine | Hormone,True,False,,False,False,,,,,PF00758;,v4.0.0,False,,Normal
P40238,TPOR_HUMAN,True,False,False,,False,True,cytokine_receptor_add,False,False,,,,,PF09067;PF00041;,v4.0.0,False,,Normal
P40933,IL15_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF02372;,v4.0.0,False,,Normal
P41143,OPRD_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P41145,OPRK_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P41146,OPRX_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P41159,LEP_HUMAN,False,False,True,,False,False,,False,False,,,,,PF02024;,v4.0.0,False,,Normal
P41217,OX2G_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Extracellular_add,,PF00047;,v4.0.0,False,,Normal
P41221,WNT5A_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,PF00110;,v4.0.0,False,,Normal
P41273,TNFL9_HUMAN,True,False,True,cytokine,True,False,,False,False,,To_add,,ligandIUPHAR,PF00229;,v4.0.0,False,,Normal
P41587,VIPR2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF02793;,v4.0.0,False,,Normal
P41595,5HT2B_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P41597,CCR2_HUMAN,True,False,False,,False,True,Chemokine_receptor CCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P41968,MC3R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P42081,CD86_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Extracellular_add,,PF13895;PF07686;,v4.0.0,False,,Normal
P42127,ASIP_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P42701,I12R1_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,To_add,,cytokine_receptor,PF00041;,v4.0.0,False,,Normal
P42702,LIFR_HUMAN,True,False,True,,False,True,Cytokine_receptor_add,False,False,,,,,PF00041;PF17971;PF18207;,v4.0.0,False,,Normal
P42830,CXCL5_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P43026,GDF5_HUMAN,True,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
P43088,PF2R_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P43115,PE2R3_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P43116,PE2R2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P43119,PI2R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P43146,DCC_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Iglike,,v4.0.0,False,,Normal
P43220,GLP1R_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P43489,TNR4_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,To_add,,TNF_receptor_add (uniprot),PF00020;,v4.0.0,False,,Normal
P43626,KI2L1_HUMAN,True,False,False,,False,True,KIR_add,False,False,,To_comment,Extracellular_add,,PF00047;,v4.0.0,False,,Normal
P43628,KI2L3_HUMAN,True,False,False,,False,True,KIR_add,False,False,,To_comment,Extracellular_add,,PF00047;,v4.0.0,False,,Normal
P43629,KI3L1_HUMAN,True,False,False,,False,True,KIR_add,False,False,,To_comment,Extracellular_add,,PF00047;,v4.0.0,False,,Normal
P43630,KI3L2_HUMAN,True,False,False,,False,True,KIR_add,False,False,,To_comment,Extracellular_add,,PF00047;,v4.0.0,False,,Normal
P43681,ACHA4_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P46091,GPR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P46092,CCR10_HUMAN,True,False,False,,False,True,Chemokine_receptor CCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P46094,XCR1_HUMAN,True,False,False,,False,True,Chemokine_receptor XC_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P46098,5HT3A_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P46379,BAG6_HUMAN,False,True,False,,False,False,,False,False,,To_add | To_comment,Extracellular_add,complex,PF12057;PF00240;,v4.0.0,False,,Normal
P46531,NOTC1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF12796;PF11936;PF00008;PF07645;PF12661;PF06816;PF07684;PF00066;,v4.0.0,False,,Normal
P46663,BKRB1_HUMAN,True,False,False,,False,True,,False,False,,,,Migration,PF00001;,v4.0.0,False,,Normal
P47211,GALR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P47871,GLR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF02793;,v4.0.0,False,,Normal
P47872,SCTR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF02793;,v4.0.0,False,,Normal
P47898,5HT5A_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P47901,V1BR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P47992,XCL1_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P48023,TNFL6_HUMAN,True,False,True,Cytokine,True,False,,False,False,,,,,PF00229;,v4.0.0,False,,Normal
P48039,MTR1A_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P48061,SDF1_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P48145,NPBW1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P48146,NPBW2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P48357,LEPR_HUMAN,True,False,True,,False,True,Cytokine_receptor_add IL6 family,False,False,,To_comment,Receptor_add,,PF06328;PF18589;,v4.0.0,False,,Normal
P48546,GIPR_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P48551,INAR2_HUMAN,True,False,True,,False,True,Interferon_receptor_add,False,False,,,,,PF09294;PF01108;,v4.0.0,False,,Normal
P48645,NMU_HUMAN,False,False,True,,False,False,,False,False,,,,,PF02070;,v4.0.0,False,,Normal
P48960,CD97_HUMAN,True,False,True,,False,True,,False,False,,,,,PF00002;PF07645;PF01825;,v4.0.0,False,,Normal
P49190,PTH2R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF02793;,v4.0.0,False,,Normal
P49238,CX3C1_HUMAN,True,False,False,,False,True,Chemokine_receptor_CX3CR1_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P49286,MTR1B_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P49682,CXCR3_HUMAN,True,False,False,,False,True,Chemokine_receptor CXCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P49683,PRLHR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P49685,GPR15_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P49763,PLGF_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00341;,v4.0.0,False,,Normal
