id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,Interaction_type,Pathway_classification,Pathway_classification_specific,Pathway_classification_alternative,Reactome_classification
,P40225,P40238,TPO_HUMAN,TPOR_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Thrombopoietin ,,,
,P02787,P02786,TRFE_HUMAN,TFR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Transferrin ,,,
,P02787,Q9UP52,TRFE_HUMAN,TFR2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Transferrin ,,,
,P20396,P34981,TRH_HUMAN,TRFR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-444498,,,,ligand-receptor,Pro-thyrotropin-releasing hormone,,,Signaling by GPCR
,Triiodothyronine_byDIO3,P10827,,THA_HUMAN,curated,HMRbase;uniprot,False,LGarciaAlonso,,,,,,ligand-receptor,Triiodothyronine,,,
,Triiodothyronine_byDIO3,P10828,,THB_HUMAN,curated,HMRbase;uniprot,False,LGarciaAlonso,,,,,,ligand-receptor,Triiodothyronine,,,
,Q969D9,TSLPR,TSLP_HUMAN,,curated,PDB:5j11,True,RVentoTormo,,,,,,ligand-receptor,Cytokine,Cytokine TSLP,,Signaling by Interleukins
,P07996,P16671,TSP1_HUMAN,CD36_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Thrombospondin precursor,,CD36,
,P07996,integrin_a2Bb3_complex,TSP1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule thrombospondin,,Integrin cell surface interactions|Signaling by Receptor Tyrosine Kinases|Extracellular matrix organization
,P07996,integrin_a3b1_complex,TSP1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule thrombospondin,,Integrin cell surface interactions|Signaling by Receptor Tyrosine Kinases|Extracellular matrix organization
,P07996,integrin_aVb3_complex,TSP1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule thrombospondin,,Integrin cell surface interactions|Signaling by Receptor Tyrosine Kinases|Extracellular matrix organization
,P35442,P16671,TSP2_HUMAN,CD36_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Thrombospondin precursor,,CD36,
,O00294,Q06418,TULP1_HUMAN,TYRO3_HUMAN,curated,uniprot,True,MCSanchoSerra,,,,,,ligand-receptor,Tubby-related protein,,,
,P55089,P34998,UCN1_HUMAN,CRFR1_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,,R-HSA-420173,,,,ligand-receptor,Urocortin,,,Signaling by GPCR
,P55089,Q13324,UCN1_HUMAN,CRFR2_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,,R-HSA-420173,,,,ligand-receptor,Urocortin,,,Signaling by GPCR
,Q96RP3,Q13324,UCN2_HUMAN,CRFR2_HUMAN,curated,uniprot,True,LGarciaAlonso,,R-HSA-8937631,,,,ligand-receptor,Urocortin,,,Signaling by GPCR
,Q969E3,Q13324,UCN3_HUMAN,CRFR2_HUMAN,curated,uniprot,True,LGarciaAlonso,,R-HSA-8937631,,,,ligand-receptor,Urocortin,,,Signaling by GPCR
,Q03405,integrin_a4b1_complex,UPAR_HUMAN,,curated,PMID:11053440,True,RVentoTormo,,,,,,ligand-integrin,Plasminogen Activator,,,
,Q03405,integrin_aVb3_complex,UPAR_HUMAN,,curated,PMID:11053440;PMID:15863511,True,RVentoTormo,,,,,,ligand-integrin,Plasminogen Activator,,,
,P00749,Q03405,UROK_HUMAN,UPAR_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Plasminogen Activator,,,
,O95399,Q9UKP6,UTS2_HUMAN,UR2R_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,,R-HSA-445113,,,,ligand-receptor,Urotensin,,,Signaling by GPCR
,Q765I0,Q9UKP6,UTS2B_HUMAN,UR2R_HUMAN,curated,uniprot;reactome,True,MCSanchoSerra,,,,,,ligand-receptor,Urotensin,,,Signaling by GPCR
,P19320,integrin_a4b1_complex,VCAM1_HUMAN,,curated,PMC4368157,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule vascular adhesion protein,,Signaling by Interleukins|Integrin cell surface interactions|Extracellular matrix organization
,P19320,integrin_a4b7_complex,VCAM1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule vascular adhesion protein,,Integrin cell surface interactions|Extracellular matrix organization
,P19320,integrin_a9b1_complex,VCAM1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule vascular adhesion protein,,Signaling by Interleukins|Integrin cell surface interactions|Extracellular matrix organization
,P19320,integrin_aDb2_complex,VCAM1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule vascular adhesion protein,,Signaling by Interleukins|Integrin cell surface interactions|Extracellular matrix organization
,P15692,FLT1_complex,VEGFA_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Vascular endothelial growth factor,Vascular endothelial growth factor VEGFA,Fms Related Receptor Tyrosine Kinase,Signaling by VEGF|VEGF ligand-receptor interactions|Signaling by Receptor Tyrosine Kinases
,P15692,O14786,VEGFA_HUMAN,NRP1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Vascular endothelial growth factor,Vascular endothelial growth factor VEGFA,Vascular endothelial cell factor,Signaling by VEGF|Signaling by Receptor Tyrosine Kinases
,P15692,O60462,VEGFA_HUMAN,NRP2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Vascular endothelial growth factor,Vascular endothelial growth factor VEGFA,Vascular endothelial cell factor,Signaling by VEGF|Signaling by Receptor Tyrosine Kinases
,P15692,P17948,VEGFA_HUMAN,VGFR1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Vascular endothelial growth factor,Vascular endothelial growth factor VEGFA,,Signaling by VEGF|VEGF ligand-receptor interactions|Signaling by Receptor Tyrosine Kinases
,P15692,P35968,VEGFA_HUMAN,VGFR2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Vascular endothelial growth factor,Vascular endothelial growth factor VEGFA,,Signaling by VEGF|VEGF ligand-receptor interactions|Signaling by Receptor Tyrosine Kinases
,P49765,FLT1_complex,VEGFB_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Vascular endothelial growth factor,Vascular endothelial growth factor VEGFB,Fms Related Receptor Tyrosine Kinase,Signaling by VEGF|VEGF ligand-receptor interactions|Signaling by Receptor Tyrosine Kinases
,P49765,O14786,VEGFB_HUMAN,NRP1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Vascular endothelial growth factor,Vascular endothelial growth factor VEGFB,Vascular endothelial cell factor,Signaling by VEGF|Signaling by Receptor Tyrosine Kinases
,P49765,P17948,VEGFB_HUMAN,VGFR1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Vascular endothelial growth factor,Vascular endothelial growth factor VEGFB,,Signaling by VEGF|VEGF ligand-receptor interactions|Signaling by Receptor Tyrosine Kinases
,P49767,P35968,VEGFC_HUMAN,VGFR2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Vascular endothelial growth factor,Vascular endothelial growth factor VEGFC,,Signaling by VEGF|VEGF ligand-receptor interactions|Signaling by Receptor Tyrosine Kinases
,P49767,P35916,VEGFC_HUMAN,VGFR3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Vascular endothelial growth factor,Vascular endothelial growth factor VEGFC,,Signaling by VEGF|VEGF ligand-receptor interactions|Signaling by Receptor Tyrosine Kinases
,O43915,P35968,VEGFD_HUMAN,VGFR2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Vascular endothelial growth factor,Vascular endothelial growth factor VEGFD,,Signaling by VEGF|VEGF ligand-receptor interactions|Signaling by Receptor Tyrosine Kinases
,O43915,P35916,VEGFD_HUMAN,VGFR3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Vascular endothelial growth factor,Vascular endothelial growth factor VEGFD,,Signaling by VEGF|VEGF ligand-receptor interactions|Signaling by Receptor Tyrosine Kinases
,P01282,P32241,VIP_HUMAN,VIPR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Vasoactive Intestinal Peptide,,,Signaling by GPCR
,P01282,P41587,VIP_HUMAN,VIPR2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Vasoactive Intestinal Peptide,,,Signaling by GPCR
,P04004,integrin_a2Bb3_complex,VTNC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule vitronectin,,Integrin cell surface interactions|Extracellular matrix organization
,P04004,integrin_aVb1_complex,VTNC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule vitronectin,,Integrin cell surface interactions|Extracellular matrix organization
,P04004,integrin_aVb3_complex,VTNC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule vitronectin,,Integrin cell surface interactions|Extracellular matrix organization
,P04275,Glycoprotein_Ib_complex,VWF_HUMAN,,curated,PDB:1m10_partially,True,RVentoTormo,,,,,Platets_needed_for_its_activation,ligand-receptor,von Willebrand factor,,,
,P04275,integrin_aVb3_complex,VWF_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,ligand-integrin,Cell adhesion,Cell adhesion molecule vitronectin,von Willebrand factor,RAF/MAP kinase cascade|Integrin cell surface interactions|Integrin signaling|Extracellular matrix organization
,Q9GZT5,FZD1_LRP5,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WN10A,,Signaling by WNT|Signaling by GPCR
,Q9GZT5,FZD1_LRP6,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WN10A,,Signaling by WNT|Signaling by GPCR
,Q9GZT5,FZD5_LRP5,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WN10A,,Signaling by WNT|Signaling by GPCR
,Q9GZT5,FZD5_LRP6,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WN10A,,Signaling by WNT|Signaling by GPCR
,Q9GZT5,FZD7_LRP5,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WN10A,,Signaling by WNT|Signaling by GPCR
,Q9GZT5,FZD7_LRP6,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WN10A,,Signaling by WNT|Signaling by GPCR
,Q9GZT5,FZD8_LRP5,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WN10A,,Signaling by WNT|Signaling by GPCR
,Q9GZT5,FZD8_LRP6,WN10A_HUMAN,,curated,PMID:28733458,True,LGarciaAlonso,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WN10A,,Signaling by WNT|Signaling by GPCR
,Q9GZT5,Q92765,WN10A_HUMAN,SFRP3_HUMAN,curated,PMID:29979633,True,LGarciaAlonso,,,,,Inhibition WNT. Soluble proteins,ligand-ligand,Wnt signaling pathway,Wnt signaling pathway WN10A,,Signaling by WNT
,P04628,O95813,WNT1_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT
,P04628,FDZ8_RYK,WNT1_HUMAN,,curated,reactome;uniprot,True,LGarciaAlonso,,R-HSA-5323545,R-HSA-5368598,,,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD1_LRP5,WNT1_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD1_LRP6,WNT1_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD10_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD10_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD2_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD2_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD3_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD3_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD4_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD4_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD5_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD5_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD6_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD6_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD7_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD7_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD8_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD8_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|Beta-catenin independent WNT signaling|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD9_LRP5,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,FZD9_LRP6,WNT1_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|TCF dependent signaling in response to WNT|Signaling by GPCR
,P04628,Q8N474,WNT1_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|TCF dependent signaling in response to WNT
,P04628,Q96HF1,WNT1_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|TCF dependent signaling in response to WNT
,P04628,Q92765,WNT1_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT
,P04628,Q6FHJ7,WNT1_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT
,P04628,Q5T4F7,WNT1_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT
,P04628,Q9Y5W5,WNT1_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT1,,Signaling by WNT|TCF dependent signaling in response to WNT
,O96014,O95813,WNT11_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT
,O96014,FZD1_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD1_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD10_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Signaling by GPCR
,O96014,FZD10_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Signaling by GPCR
,O96014,FZD2_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD2_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD3_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD3_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD4_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD4_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD5_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD5_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD6_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD6_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD7_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD7_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD8_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD8_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Beta-catenin independent WNT signaling|Signaling by GPCR
,O96014,FZD9_LRP5,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Signaling by GPCR
,O96014,FZD9_LRP6,WNT11_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT|Signaling by GPCR
,O96014,Q8N474,WNT11_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT
,O96014,Q96HF1,WNT11_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT
,O96014,Q92765,WNT11_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT
,O96014,Q6FHJ7,WNT11_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT
,O96014,Q5T4F7,WNT11_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT
,O96014,Q9Y5W5,WNT11_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT11,,Signaling by WNT
,Q9UBV4,O95813,WNT16_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT16,,Signaling by WNT
,Q9UBV4,FZD1_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT16,,Signaling by WNT|Signaling by GPCR
,Q9UBV4,FZD1_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT16,,Signaling by WNT|Signaling by GPCR
,Q9UBV4,FZD10_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,ligand-receptor,Wnt signaling pathway,Wnt signaling pathway WNT16,,Signaling by WNT|Signaling by GPCR
